# Document with the sample ids and the antimicrobials that genes/mutations that confeer resistance to have been detected in the sample
## Confidential
reads_ID,ampicillin,cefoxitin,chloramphenicol,ciprofloxacin,gentamicin,nalidixic acid,tetracycline
SRR3933086_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280560_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR4280561_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280562_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280563_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR4280564_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR4280565_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280566_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280567_1.trim.fq.gz,None,None,None,None,ant(2'')-Ia (ant(2'')-Ia_X04555),None,"tet(A) (tet(A)_AF534183), tet(C) (tet(C)_AF055345)"
SRR4280568_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR4280569_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280572_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280573_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280574_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280575_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280576_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280577_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280578_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280579_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280580_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280581_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,None
SRR4280582_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280583_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280584_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,None
SRR4280585_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR4280586_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280587_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280588_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280589_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280590_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280591_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR4280592_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280593_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280594_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,None
SRR4280595_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,None
SRR4280596_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280597_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR4280598_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR4280599_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280600_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR4280601_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280602_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280603_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,None
SRR4280604_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR4280605_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280606_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR4280607_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR4280608_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280609_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280610_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280612_1.trim.fq.gz,"blaCMY-2 (blaCMY-2_X91840), blaTEM-1B (blaTEM-1B_AY458016)",blaCMY-2 (blaCMY-2_X91840),None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR4280613_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280614_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR4280615_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280616_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280617_1.trim.fq.gz,blaCMY-44 (blaCMY-44_FJ437066),blaCMY-44 (blaCMY-44_FJ437066),None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,tet(A) (tet(A)_AF534183)
SRR4280618_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR4280619_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR4280620_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280621_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280622_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280623_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR4280624_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280625_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280626_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,aac(3)-IId (aac(3)-IId_EU022314),None,tet(A) (tet(A)_AF534183)
SRR4280627_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_X00006), tet(A) (tet(A)_AY196695), tet(A) (tet(A)_AF534183)"
SRR4280628_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AP000342)
SRR4280629_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,None
SRR4280631_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280632_1.trim.fq.gz,"blaCMY-2 (blaCMY-2_X91840), blaTEM-1B (blaTEM-1B_AY458016)",blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR4280634_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280635_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR4280636_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280637_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280638_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280639_1.trim.fq.gz,None,None,None,None,None,None,None
SRR4280640_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR4280641_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280642_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280643_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR4280644_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280645_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280646_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR4280647_1.trim.fq.gz,blaCARB-2 (blaCARB-2_M69058),None,floR (floR_AF118107),None,None,None,tet(G) (tet(G)_AF133140)
